,Metabolite,Formula,Polarity (z),mz,ppm,RT,RT_range,Detection,np OLFR2 A,np OLFR2 B,np OLFR2 C,np GPI1 A,np GPI1 B,NP GPI1 C,p OLFR2 A,p OLFR2 B,p GPI1 A,p GPI1 B,np_vs_p_ttest_pval,np_vs_p_Log2FoldChange,np_vs_p_impact_score,p_vs_np_ttest_pval,p_vs_np_Log2FoldChange,p_vs_np_impact_score
899,Hypoxanthine-13C-2,C5H4N4O-13C-2,+,139.0525,-3.6,7.75,0.03,10,589291,134648,588398,519656,588592,475474,164298,1429373,776327,651948,0.2597071852470197,-0.6463493874880448,4.0,0.2597071852470197,0.646349387488045,4.0
900,Hypoxanthine-13C-3,C5H4N4O-13C-3,+,140.0559,-3.9,7.75,0.03,10,273142,73997,326005,270915,328206,258283,26505,1050671,452680,398406,0.2287797937035578,-0.9182152994615194,3.0,0.2287797937035578,0.9182152994615194,3.0
901,Hypoxanthine-13C-4,C5H4N4O-13C-4,+,141.0592,-3.6,7.75,0.03,10,56680,20385,58313,68143,69998,64123,29282,401978,122526,94036,0.14677932419620932,-1.5250655884470612,2.0,0.14677932419620932,1.5250655884470607,2.0
902,Hypoxanthine-13C-5,C5H4N4O-13C-5,+,142.0626,-10.3,7.6,0.26,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
903,Xanthine-13C-0,C5H4N4O2-13C-0,-,151.0261,-6.3,8.58,0.35,1,-,-,-,-,-,-,-,-,58462,-,0.24150397191306,-0.017888961512950347,0.0,0.24150397191306,0.017888961512950198,0.0
904,Xanthine-13C-1,C5H4N4O2-13C-1,-,152.0295,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
905,Xanthine-13C-2,C5H4N4O2-13C-2,-,153.0329,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
906,Xanthine-13C-3,C5H4N4O2-13C-3,-,154.0362,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
907,Xanthine-13C-4,C5H4N4O2-13C-4,-,155.0396,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
908,Xanthine-13C-5,C5H4N4O2-13C-5,-,156.0429,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
909,Uric acid-13C-0,C5H4N4O3-13C-0,+,169.0356,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
910,Uric acid-13C-1,C5H4N4O3-13C-1,+,170.039,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
911,Uric acid-13C-2,C5H4N4O3-13C-2,+,171.0423,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
912,Uric acid-13C-3,C5H4N4O3-13C-3,+,172.0457,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
913,Uric acid-13C-4,C5H4N4O3-13C-4,+,173.049,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
914,Uric acid-13C-5,C5H4N4O3-13C-5,+,174.0524,-9.1,8.88,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
915,Adenine-13C-0,C5H5N5-13C-0,+,136.0618,-3.5,6.34,0.19,9,1200024,2201835,1300093,1236124,-,1153675,2742228,581624,194354,243241,0.6783023151198695,0.3451939718353319,2.0,0.6783023151198695,-0.345193971835332,2.0
916,Adenine-13C-1,C5H5N5-13C-1,+,137.0651,-3.1,6.34,0.09,10,852928,1745369,1017538,1088215,30600,903376,2403935,527691,93790,114746,0.7723798345047492,0.2593886410188586,1.0,0.7723798345047492,-0.2593886410188587,1.0
917,Adenine-13C-2,C5H5N5-13C-2,+,138.0685,-4.2,6.34,0.09,10,435194,893851,487584,652680,11884,563652,1816097,369754,42806,53946,0.8669837444245342,-0.16927367387430828,1.0,0.8669837444245342,0.16927367387430833,1.0
918,Adenine-13C-3,C5H5N5-13C-3,+,139.0718,-3.9,6.34,0.09,10,235178,507170,250397,379471,10532,274712,1338841,209254,34699,41454,0.633402975779052,-0.5557603757119914,1.0,0.633402975779052,0.5557603757119914,1.0
919,Adenine-13C-4,C5H5N5-13C-4,+,140.0752,-3.5,6.34,0.09,7,48457,85311,50035,71248,-,65803,529090,95661,-,-,0.316033643097395,-1.5475098846029165,1.0,0.316033643097395,1.547509884602916,1.0
920,Adenine-13C-5,C5H5N5-13C-5,+,141.0785,-10.2,6.46,0.13,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
921,Guanine-13C-0,C5H5N5O-13C-0,+,152.0567,-2.5,8.27,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
922,Guanine-13C-1,C5H5N5O-13C-1,+,153.06,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
923,Guanine-13C-2,C5H5N5O-13C-2,+,154.0634,7.8,8.15,0.01,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
924,Guanine-13C-3,C5H5N5O-13C-3,+,155.0668,10.0,8.15,0.04,9,1267689,1550131,1581812,1544161,1620568,1492422,-,1430502,1079050,1437519,0.09421638837683977,0.6096032391843353,20.0,0.09421638837683977,-0.6096032391843353,20.0
925,Guanine-13C-4,C5H5N5O-13C-4,+,156.0701,8.9,8.15,0.13,10,35396912,36077708,36209856,36748848,39167128,37863000,38245532,37780464,31189072,35127428,0.3906942566411904,0.05273969127303677,96.0,0.3906942566411904,-0.05273969127303663,96.0
926,Guanine-13C-5,C5H5N5O-13C-5,+,157.0735,9.8,8.14,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
927,"4,5-Dihydroorotic acid-13C-0",C5H6N2O4-13C-0,-,157.0255,-5.6,7.74,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
928,"4,5-Dihydroorotic acid-13C-1",C5H6N2O4-13C-1,-,158.0288,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
929,"4,5-Dihydroorotic acid-13C-2",C5H6N2O4-13C-2,-,159.0322,-10.0,7.61,0.29,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
930,"4,5-Dihydroorotic acid-13C-3",C5H6N2O4-13C-3,-,160.0355,-9.7,7.57,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
931,"4,5-Dihydroorotic acid-13C-4",C5H6N2O4-13C-4,-,161.0389,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
932,"4,5-Dihydroorotic acid-13C-5",C5H6N2O4-13C-5,-,162.0423,-8.4,7.68,0.26,1,-,-,-,-,-,-,-,-,49073,-,0.24150397191306,-0.05203805272940069,0.0,0.24150397191306,0.05203805272940069,0.0
933,Oxoglutaric acid-13C-0,C5H6O5-13C-0,-,145.0142,-10.0,12.79,0.1,10,1488152,1478895,1085804,434043,507506,543021,1558155,626354,985864,951022,0.724361433941987,-0.15888102927927994,2.0,0.724361433941987,0.15888102927928002,2.0
934,Oxoglutaric acid-13C-1,C5H6O5-13C-1,-,146.0176,-6.2,12.81,0.1,10,39913,24941,36370,21862,19256,14528,37636,15870,14636,27550,0.7468028856784594,0.12813675198087085,0.0,0.7468028856784594,-0.12813675198087085,0.0
935,Oxoglutaric acid-13C-2,C5H6O5-13C-2,-,147.021,-7.9,12.79,0.1,10,163054,148760,110511,81392,81773,97840,202068,73836,91368,84784,0.9770896142500224,0.011118463074377059,0.0,0.9770896142500224,-0.011118463074376916,0.0
936,Oxoglutaric acid-13C-3,C5H6O5-13C-3,-,148.0243,-4.8,12.79,0.1,10,23815,24757,24420,20581,14421,16513,34197,14439,17616,20625,0.8195297903860795,-0.06578183590132651,0.0,0.8195297903860795,0.0657818359013265,0.0
937,Oxoglutaric acid-13C-4,C5H6O5-13C-4,-,149.0277,-6.5,12.79,0.1,10,50385,42601,44122,20148,27857,32254,51480,24405,32489,22532,0.6660291833309506,0.1466392067914201,0.0,0.6660291833309506,-0.1466392067914201,0.0
938,Oxoglutaric acid-13C-5,C5H6O5-13C-5,-,150.031,-8.1,12.81,0.25,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
939,Ureidosuccinic acid-13C-0,C5H8N2O5-13C-0,-,175.036,-7.7,13.95,0.06,4,41856,24642,16818,-,-,-,-,-,-,12444,0.23746215784947985,0.8317565505837967,0.0,0.23746215784947985,-0.8317565505837967,0.0
940,Ureidosuccinic acid-13C-1,C5H8N2O5-13C-1,-,176.0394,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
941,Ureidosuccinic acid-13C-2,C5H8N2O5-13C-2,-,177.0428,-9.3,13.97,0.4,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
942,Ureidosuccinic acid-13C-3,C5H8N2O5-13C-3,-,178.0461,-3.4,13.95,0.02,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
943,Ureidosuccinic acid-13C-4,C5H8N2O5-13C-4,-,179.0495,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
944,Ureidosuccinic acid-13C-5,C5H8N2O5-13C-5,-,180.0528,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
945,D-2-Hydroxyglutaric acid-13C-0,C5H8O5-13C-0,-,147.0299,-10.2,12.42,0.29,10,1148762,732579,1523535,424790,644613,300220,2397386,2400678,1639997,1662981,0.002882722309386641,-1.347720632393634,1245.0,0.002882722309386641,1.347720632393634,1245.0
946,D-2-Hydroxyglutaric acid-13C-1,C5H8O5-13C-1,-,148.0333,-7.1,12.43,0.06,10,25445,14393,34167,14099,14867,17985,65914,26985,31217,25504,0.08056428514233341,-0.8917832010103591,1.0,0.08056428514233341,0.8917832010103592,1.0
947,D-2-Hydroxyglutaric acid-13C-2,C5H8O5-13C-2,-,149.0366,-7.4,12.42,0.06,10,111823,39537,108384,35631,50623,36575,209861,249051,96011,63695,0.05131007743934805,-1.2782762536130678,5.0,0.05131007743934805,1.2782762536130678,5.0
948,D-2-Hydroxyglutaric acid-13C-3,C5H8O5-13C-3,-,150.04,-6.4,12.43,0.21,6,-,12977,19344,-,14351,-,28419,17577,16509,-,0.1605138168596359,-0.4464812723558053,0.0,0.1605138168596359,0.4464812723558052,0.0
949,D-2-Hydroxyglutaric acid-13C-4,C5H8O5-13C-4,-,151.0433,-6.7,12.43,0.06,9,30051,17867,36111,14206,23776,-,64468,55095,17693,21845,0.13096598808908128,-0.8542472550508952,0.0,0.13096598808908128,0.8542472550508953,0.0
950,D-2-Hydroxyglutaric acid-13C-5,C5H8O5-13C-5,-,152.0467,-7.0,12.19,0.29,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
951,L-Proline-13C-0,C5H9NO2-13C-0,+,116.0706,-0.9,9.31,0.04,10,197413584,195155280,192029824,146359872,149268096,144570160,341092800,343470720,220131264,235307712,0.004760175222877306,-0.7386615854433424,79888.0,0.004760175222877306,0.7386615854433425,79888.0
952,L-Proline-13C-1,C5H9NO2-13C-1,+,117.074,-2.2,9.33,0.04,10,13758086,13501116,13565204,11655814,12311366,11707092,25446992,24967332,17818674,18430960,0.0007652091152689143,-0.7649598113567478,38214.0,0.0007652091152689143,0.7649598113567478,38214.0
953,L-Proline-13C-2,C5H9NO2-13C-2,+,118.0773,-2.7,9.31,0.04,10,33530420,33682336,37216948,26091564,27625398,27827380,71936288,74911992,42298076,43368776,0.0061375269980798,-0.9071858130306384,13616.0,0.0061375269980798,0.9071858130306384,13616.0
954,L-Proline-13C-3,C5H9NO2-13C-3,+,119.0807,-2.3,9.31,0.04,10,8798683,8674330,9737225,8790682,8945714,8971619,16728950,18380180,11523984,11581732,0.004229901062177631,-0.6955758654465171,4506.0,0.004229901062177631,0.6955758654465171,4506.0
955,L-Proline-13C-4,C5H9NO2-13C-4,+,120.084,-2.7,9.31,0.04,10,14073044,13589202,15613498,10347660,10780263,10916090,24153154,26430176,12955867,13530070,0.054792572960337085,-0.6180898249105183,446.0,0.054792572960337085,0.6180898249105182,446.0
956,L-Proline-13C-5,C5H9NO2-13C-5,+,121.0874,-2.3,9.31,0.04,10,8766308,8580338,9673278,5430356,5309240,5463898,12063529,13509671,4998910,5308590,0.4108116317430221,-0.3163573754971299,25.0,0.4108116317430221,0.3163573754971299,25.0
957,Acetylcysteine-13C-0,C5H9NO3S-13C-0,+,164.0376,0.1,7.11,0.15,10,17524,14145,15816,16293,14913,13815,24138,21032,14761,11104,0.3657734918427724,-0.2039455949866181,0.0,0.3657734918427724,0.20394559498661813,0.0
958,Acetylcysteine-13C-1,C5H9NO3S-13C-1,+,165.0409,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
959,Acetylcysteine-13C-2,C5H9NO3S-13C-2,+,166.0443,9.6,7.14,0.16,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
960,Acetylcysteine-13C-3,C5H9NO3S-13C-3,+,167.0477,-7.5,7.01,0.02,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
961,Acetylcysteine-13C-4,C5H9NO3S-13C-4,+,168.051,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
962,Acetylcysteine-13C-5,C5H9NO3S-13C-5,+,169.0544,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
963,Pipecolic acid-13C-0,C6H11NO2-13C-0,+,130.0863,-2.7,9.27,0.34,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
964,Pipecolic acid-13C-1,C6H11NO2-13C-1,+,131.0896,-3.9,9.38,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
965,Pipecolic acid-13C-2,C6H11NO2-13C-2,+,132.093,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
966,Pipecolic acid-13C-3,C6H11NO2-13C-3,+,133.0963,2.9,9.26,0.34,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
967,Pipecolic acid-13C-4,C6H11NO2-13C-4,+,134.0997,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
968,Pipecolic acid-13C-5,C6H11NO2-13C-5,+,135.103,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
969,Pipecolic acid-13C-6,C6H11NO2-13C-6,+,136.1064,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
970,Aminoadipic acid-13C-0,C6H11NO4-13C-0,-,160.0615,2.3,6.24,0.45,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
971,Aminoadipic acid-13C-1,C6H11NO4-13C-1,-,161.0649,4.4,6.29,0.39,1,-,-,50071,-,-,-,-,-,-,-,0.44681333411490864,0.0055986777255276066,0.0,0.44681333411490864,-0.005598677725527669,0.0
972,Aminoadipic acid-13C-2,C6H11NO4-13C-2,-,162.0682,-10.1,6.28,0.37,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
973,Aminoadipic acid-13C-3,C6H11NO4-13C-3,-,163.0716,-8.6,6.26,0.03,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
974,Aminoadipic acid-13C-4,C6H11NO4-13C-4,-,164.075,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
975,Aminoadipic acid-13C-5,C6H11NO4-13C-5,-,165.0783,-6.7,6.29,0.45,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
976,Aminoadipic acid-13C-6,C6H11NO4-13C-6,-,166.0817,-5.2,6.11,0.45,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
977,L-Cystine-13C-0,C6H12N2O4S2-13C-0,-,239.0166,-6.6,12.84,0.17,10,41453,57101,30529,23688,19756,24812,39839,67331,35217,81590,0.0757246792123159,-0.7676369882516523,1.0,0.0757246792123159,0.7676369882516523,1.0
978,L-Cystine-13C-1,C6H12N2O4S2-13C-1,-,240.0199,1.1,12.91,0.37,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
979,L-Cystine-13C-2,C6H12N2O4S2-13C-2,-,241.0233,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
980,L-Cystine-13C-3,C6H12N2O4S2-13C-3,-,242.0266,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
981,L-Cystine-13C-4,C6H12N2O4S2-13C-4,-,243.03,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
982,L-Cystine-13C-5,C6H12N2O4S2-13C-5,-,244.0333,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
983,L-Cystine-13C-6,C6H12N2O4S2-13C-6,-,245.0367,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
984,D-Glucose-13C-0,C6H12O6-13C-0,-,179.0561,-6.8,10.78,0.3,1,-,-,-,-,-,-,253111,-,-,-,0.24150397191306,-0.07064123034441062,1.0,0.24150397191306,0.0706412303444107,1.0
985,D-Glucose-13C-1,C6H12O6-13C-1,-,180.0595,-3.1,10.78,0.14,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
986,D-Glucose-13C-2,C6H12O6-13C-2,-,181.0628,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
987,D-Glucose-13C-3,C6H12O6-13C-3,-,182.0662,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
988,D-Glucose-13C-4,C6H12O6-13C-4,-,183.0695,-2.9,10.68,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
989,D-Glucose-13C-5,C6H12O6-13C-5,-,184.0729,-5.4,10.72,0.1,9,61940,72789,46885,62647,-,66762,55559,52507,67821,104154,0.3037540502611903,-0.3716464768453838,0.0,0.3037540502611903,0.3716464768453838,0.0
990,D-Glucose-13C-6,C6H12O6-13C-6,-,185.0762,-6.7,10.72,0.1,10,4139557,3659944,2546058,2224341,3412734,3421584,3905782,3555774,4678886,5548554,0.046762491166974916,-0.4514443729983621,112.0,0.046762491166974916,0.4514443729983624,112.0
991,Citrulline-13C-0,C6H13N3O3-13C-0,+,176.103,-3.2,12.23,0.09,10,742900,375940,107950,494518,170428,193658,954089,1006773,769735,568763,0.011394898294664788,-1.246828720354142,122.0,0.011394898294664788,1.246828720354142,122.0
992,Citrulline-13C-1,C6H13N3O3-13C-1,+,177.1063,1.0,12.21,0.07,7,19771,15583,-,15597,-,-,17020,15335,22617,15985,0.13469591309823115,-0.34967352951514,0.0,0.13469591309823115,0.3496735295151399,0.0
993,Citrulline-13C-2,C6H13N3O3-13C-2,+,178.1097,-8.3,12.19,0.04,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
994,Citrulline-13C-3,C6H13N3O3-13C-3,+,179.113,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
995,Citrulline-13C-4,C6H13N3O3-13C-4,+,180.1164,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
996,Citrulline-13C-5,C6H13N3O3-13C-5,+,181.1197,9.7,12.19,0.08,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
997,Citrulline-13C-6,C6H13N3O3-13C-6,+,182.1231,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
998,6-Phosphogluconic acid-13C-0,C6H13O10P-13C-0,-,275.0174,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
999,6-Phosphogluconic acid-13C-1,C6H13O10P-13C-1,-,276.0207,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1000,6-Phosphogluconic acid-13C-2,C6H13O10P-13C-2,-,277.0241,-2.0,14.97,0.25,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1001,6-Phosphogluconic acid-13C-3,C6H13O10P-13C-3,-,278.0274,8.2,14.83,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1002,6-Phosphogluconic acid-13C-4,C6H13O10P-13C-4,-,279.0308,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1003,6-Phosphogluconic acid-13C-5,C6H13O10P-13C-5,-,280.0341,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1004,6-Phosphogluconic acid-13C-6,C6H13O10P-13C-6,-,281.0375,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1005,"Fructose 1,6-bisphosphate-13C-0",C6H14O12P2-13C-0,-,338.9888,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1006,"Fructose 1,6-bisphosphate-13C-1",C6H14O12P2-13C-1,-,339.9921,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1007,"Fructose 1,6-bisphosphate-13C-2",C6H14O12P2-13C-2,-,340.9955,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1008,"Fructose 1,6-bisphosphate-13C-3",C6H14O12P2-13C-3,-,341.9988,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1009,"Fructose 1,6-bisphosphate-13C-4",C6H14O12P2-13C-4,-,343.0022,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1010,"Fructose 1,6-bisphosphate-13C-5",C6H14O12P2-13C-5,-,344.0055,6.5,14.34,0.06,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1011,"Fructose 1,6-bisphosphate-13C-6",C6H14O12P2-13C-6,-,345.0089,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1012,Nicotinic acid-13C-0,C6H5NO2-13C-0,-,122.0248,-10.3,5.59,0.03,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1013,Nicotinic acid-13C-1,C6H5NO2-13C-1,-,123.0281,9.7,5.51,0.2,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1014,Nicotinic acid-13C-2,C6H5NO2-13C-2,-,124.0315,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1015,Nicotinic acid-13C-3,C6H5NO2-13C-3,-,125.0348,-3.3,5.56,0.23,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1016,Nicotinic acid-13C-4,C6H5NO2-13C-4,-,126.0382,-2.2,5.6,0.11,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1017,Nicotinic acid-13C-5,C6H5NO2-13C-5,-,127.0415,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1018,Nicotinic acid-13C-6,C6H5NO2-13C-6,-,128.0449,4.1,5.73,0.23,1,-,-,-,-,-,-,-,-,-,69475,0.24150397191306,-0.21292710268961715,0.0,0.24150397191306,0.21292710268961715,0.0
1019,Niacinamide-13C-0,C6H6N2O-13C-0,+,123.0553,-2.4,4.61,0.38,10,4694396,4933978,4114784,3714892,3903342,3664951,8009998,6969803,6648222,7505179,2.436251244540429e-05,-0.8041792848915135,410488.0,2.436251244540429e-05,0.8041792848915135,410488.0
1020,Niacinamide-13C-1,C6H6N2O-13C-1,+,124.0586,-2.0,4.61,0.08,10,177402,197703,124784,135844,135856,129513,388242,336388,346168,380755,2.7268184285976082e-06,-1.2727974243458686,227322.0,2.7268184285976082e-06,1.2727974243458686,227322.0
1021,Niacinamide-13C-2,C6H6N2O-13C-2,+,125.062,-8.0,4.66,0.05,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1022,Niacinamide-13C-3,C6H6N2O-13C-3,+,126.0654,5.9,4.66,0.38,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1023,Niacinamide-13C-4,C6H6N2O-13C-4,+,127.0687,4.7,4.8,0.21,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1024,Niacinamide-13C-5,C6H6N2O-13C-5,+,128.0721,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1025,Niacinamide-13C-6,C6H6N2O-13C-6,+,129.0754,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1026,Phenol-13C-0,C6H6O-13C-0,-,93.0346,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1027,Phenol-13C-1,C6H6O-13C-1,-,94.0379,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1028,Phenol-13C-2,C6H6O-13C-2,-,95.0413,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1029,Phenol-13C-3,C6H6O-13C-3,-,96.0447,-4.7,2.43,0.49,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1030,Phenol-13C-4,C6H6O-13C-4,-,97.048,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
1031,Phenol-13C-5,C6H6O-13C-5,-,98.0514,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
