,Metabolite,Formula,Polarity (z),Labeling,Ion Mode,RT Start (min),RT End (min),m/z Tolerance (ppm),RT Tolerance (min),mz,obs_mz,ppm,winner,is_global_winner,RT,RT_min,RT_max,RT_range,np OLFR2 A,np OLFR2 B,np OLFR2 C,np GPI1 A,np GPI1 B,NP GPI1 C,p OLFR2 A,p OLFR2 B,p GPI1 A,p GPI1 B,Blank_0,Blank_1,Blank_2,Blank_3,Blank_4,Blank_5,ttest_pval,1/pvalue,np_Mean,p_Mean,Log2FoldChange,LogFoldChange,blank_threshold,combined_mean,impact_score,Detection
94,L-Glutamic acid-13C-4,C5H9NO4-13C-4,+,13C,ESI,10.0,13.0,10.0,0.2,152.0739,152.0731,-5.0,S04429,No,11.74,11.65,11.76,0.11,17337054.0,16548132.0,18238086.0,20377138.0,19590560.0,19891068.0,16950882.0,16243504.0,14215334.0,15131502.0,121182,0,99330,1655,115385,1745,0.01072645529360117,93.22744304882774,18663673.0,15635305.5,0.2554255271570683,1.1936877728420465,179648.5,17149489.25,1908.0,10
95,L-Glutamic acid-13C-5,C5H9NO4-13C-5,+,13C,ESI,10.0,13.0,10.0,0.2,153.0772,153.0765,-4.6,S04428,No,11.72,11.65,11.76,0.11,10386188.0,9719412.0,11170886.0,9581389.0,9239248.0,9564923.0,9003757.0,10953929.0,6823526.0,6944898.0,62670,16879,68476,15131,71204,12656,0.1146353511433263,8.723312573533445,9943674.333333334,8431527.5,0.23798502616778563,1.1793443517006064,133508.0,9187600.916666668,95.0,10
96,Creatine-13C-0,C4H9N3O2-13C-0,+,13C,ESI,10.0,11.5,10.0,0.2,132.0768,132.0758,-7.2,S04426,Yes,11.0,10.98,11.06,0.08,6059289.0,4159616.0,4107760.0,3602753.0,4426977.0,4013804.0,5798299.0,2708752.0,1955037.0,2751705.0,60057,27887,76997,37323,45733,40140,0.2111349116988498,4.7363081356547045,4395033.166666667,3303448.25,0.41190130813314013,1.3304380253774724,154068.5,3849240.7083333335,24.0,10
97,Creatine-13C-1,C4H9N3O2-13C-1,+,13C,ESI,10.0,11.5,10.0,0.2,133.0801,133.0797,-3.1,S04426,No,11.0,10.98,11.05,0.07,156891.0,100246.0,100888.0,75605.0,73789.0,92465.0,105848.0,95372.0,33616.0,58142.0,2330,0,0,1613,0,0,0.22470125785855266,4.450353369314429,99980.66666666667,73244.5,0.44892871663732936,1.365026270459443,11971.5,86612.58333333334,1.0,10
98,Creatine-13C-2,C4H9N3O2-13C-2,+,13C,ESI,10.0,11.5,10.0,0.2,134.0835,134.0833,-1.2,S04426,No,11.0,10.98,11.05,0.07,104609.0,39080.0,50660.0,30684.0,32925.0,37942.0,52971.0,72797.0,33142.0,81486.0,3382,0,0,0,0,0,0.5347354711268126,1.870083534748062,49316.666666666664,60099.0,-0.28526569512954375,0.8205904701686662,11691.0,54707.83333333333,0.0,10
99,Creatine-13C-3,C4H9N3O2-13C-3,+,13C,ESI,10.0,11.5,10.0,0.2,135.0868,135.0879,8.0,S04426,No,11.0,11.0,11.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
100,Creatine-13C-4,C4H9N3O2-13C-4,+,13C,ESI,10.0,11.5,10.0,0.2,136.0902,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
101,L-Lysine-13C-0,C6H14N2O2-13C-0,+,13C,ESI,17.0,18.5,10.0,0.2,147.1128,147.1127,-0.7,S04432,No,18.05,17.95,18.44,0.49,13491.5,13491.5,13491.5,13491.5,13491.5,13491.5,13491.5,13491.5,13491.5,13491.5,0,0,1763,0,2534,2686,NA,NA,13491.5,13491.5,0.0,1.0,13491.5,13491.5,0.0,0
102,L-Lysine-13C-1,C6H14N2O2-13C-1,+,13C,ESI,17.0,18.5,10.0,0.2,148.1162,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
103,L-Lysine-13C-2,C6H14N2O2-13C-2,+,13C,ESI,17.0,18.5,10.0,0.2,149.1195,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
104,L-Lysine-13C-3,C6H14N2O2-13C-3,+,13C,ESI,17.0,18.5,10.0,0.2,150.1229,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
105,L-Lysine-13C-4,C6H14N2O2-13C-4,+,13C,ESI,17.0,18.5,10.0,0.2,151.1262,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
106,L-Lysine-13C-5,C6H14N2O2-13C-5,+,13C,ESI,17.0,18.5,10.0,0.2,152.1296,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
107,L-Lysine-13C-6,C6H14N2O2-13C-6,+,13C,ESI,17.0,18.5,10.0,0.2,153.1329,153.1314,-10.0,SQ319_B_3,Yes,18.19,17.96,18.44,0.48,24238.5,24238.5,24238.5,24238.5,24238.5,24238.5,24238.5,24238.5,24238.5,24238.5,5728,4781,5720,12248,0,0,NA,NA,24238.5,24238.5,0.0,1.0,24238.5,24238.5,0.0,0
108,L-Arginine-13C-0,C6H14N4O2-13C-0,+,13C,ESI,18.0,20.0,10.0,0.2,175.119,175.1183,-3.7,S04435,Yes,19.98,19.98,20.0,0.02,24430536.0,21665418.0,23323414.0,17825714.0,22471660.0,16923092.0,33580696.0,22677442.0,25480810.0,34244904.0,3004250,245351,3369548,231092,2270938,180060,0.02152034996848144,46.46764580801861,21106639.0,28995963.0,-0.4581551894961653,0.7279164689236223,4660619.5,25051301.0,1599.0,10
109,L-Arginine-13C-1,C6H14N4O2-13C-1,+,13C,ESI,18.0,20.0,10.0,0.2,176.1223,176.1214,-5.2,S04435,No,19.98,19.98,20.0,0.02,1674890.0,1378242.0,1596137.0,1162420.0,1482795.0,1072448.0,2408284.0,1445742.0,1704758.0,2437865.0,96904,8189,124852,7045,67934,7392,0.031570295293824185,31.675345152556144,1394488.6666666667,1999162.25,-0.5196593552183149,0.6975365139406102,166158.0,1696825.4583333335,77.0,10
110,L-Arginine-13C-2,C6H14N4O2-13C-2,+,13C,ESI,18.0,20.0,10.0,0.2,177.1257,177.127,7.6,SQ319_B_4,No,19.98,19.98,20.0,0.02,76504.5,76504.5,76504.5,76504.5,76504.5,76504.5,76504.5,76504.5,76504.5,76504.5,22189,23961,23129,16297,31607,15826,NA,NA,76504.5,76504.5,0.0,1.0,76504.5,76504.5,0.0,0
111,L-Arginine-13C-3,C6H14N4O2-13C-3,+,13C,ESI,18.0,20.0,10.0,0.2,178.129,178.13,5.5,S04426,No,19.98,19.98,20.0,0.02,13119.5,13119.5,13119.5,13119.5,13119.5,13119.5,13119.5,13119.5,13119.5,13119.5,0,1653,2508,0,2078,0,NA,NA,13119.5,13119.5,0.0,1.0,13119.5,13119.5,0.0,0
112,L-Arginine-13C-4,C6H14N4O2-13C-4,+,13C,ESI,18.0,20.0,10.0,0.2,179.1324,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
113,L-Arginine-13C-5,C6H14N4O2-13C-5,+,13C,ESI,18.0,20.0,10.0,0.2,180.1357,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
114,L-Arginine-13C-6,C6H14N4O2-13C-6,+,13C,ESI,18.0,20.0,10.0,0.2,181.1391,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
115,L-Kynurenine-13C-0,C10H12N2O3-13C-0,+,13C,ESI,6.0,8.0,10.0,0.2,209.0921,209.0915,-2.7,S04433,Yes,7.44,7.42,7.51,0.09,20198.0,19315.0,16166.0,17809.0,17344.0,10000.0,267119.0,272659.0,130893.0,116202.0,0,0,0,0,0,0,0.0006749526208672577,1481.5854759036029,16805.333333333332,196718.25,-3.549139742069781,0.0854284405912178,10000.0,106761.79166666667,1852.0,9
116,L-Kynurenine-13C-1,C10H12N2O3-13C-1,+,13C,ESI,6.0,8.0,10.0,0.2,210.0954,210.0952,-1.1,S04432,No,7.49,7.28,7.53,0.25,17347.5,17347.5,17347.5,17347.5,17347.5,17347.5,22078.0,17347.5,17347.5,17347.5,3847,3154,2898,0,0,4796,0.24150397191306,4.140718647724743,17347.5,18530.125,-0.0951448467946818,0.936178250281636,17347.5,17938.8125,0.0,1
117,L-Kynurenine-13C-2,C10H12N2O3-13C-2,+,13C,ESI,6.0,8.0,10.0,0.2,211.0988,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
118,L-Kynurenine-13C-3,C10H12N2O3-13C-3,+,13C,ESI,6.0,8.0,10.0,0.2,212.1021,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
119,L-Kynurenine-13C-4,C10H12N2O3-13C-4,+,13C,ESI,6.0,8.0,10.0,0.2,213.1055,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
120,L-Kynurenine-13C-5,C10H12N2O3-13C-5,+,13C,ESI,6.0,8.0,10.0,0.2,214.1088,214.1068,-9.5,S04431,No,7.32,7.32,7.6,0.28,17723.0,17723.0,17723.0,17723.0,17723.0,17723.0,17723.0,17723.0,17723.0,17723.0,0,0,3778,4567,7101,0,NA,NA,17723.0,17723.0,0.0,1.0,17723.0,17723.0,0.0,0
121,L-Kynurenine-13C-6,C10H12N2O3-13C-6,+,13C,ESI,6.0,8.0,10.0,0.2,215.1122,215.1113,-4.2,SQ319_B_3,No,7.6,7.32,7.6,0.28,13727.5,13727.5,13727.5,13727.5,13727.5,13727.5,13727.5,13727.5,13727.5,13727.5,0,0,0,7455,0,0,NA,NA,13727.5,13727.5,0.0,1.0,13727.5,13727.5,0.0,0
122,L-Kynurenine-13C-7,C10H12N2O3-13C-7,+,13C,ESI,6.0,8.0,10.0,0.2,216.1156,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
123,L-Kynurenine-13C-8,C10H12N2O3-13C-8,+,13C,ESI,6.0,8.0,10.0,0.2,217.1189,217.1185,-1.9,S04431,No,7.32,7.32,7.6,0.28,22035.5,22035.5,22035.5,22035.5,22035.5,22035.5,22035.5,22035.5,22035.5,22035.5,0,0,0,13376,0,10695,NA,NA,22035.5,22035.5,0.0,1.0,22035.5,22035.5,0.0,0
124,L-Kynurenine-13C-9,C10H12N2O3-13C-9,+,13C,ESI,6.0,8.0,10.0,0.2,218.1223,218.1217,-2.6,S04431,No,7.32,7.32,7.32,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
125,L-Kynurenine-13C-10,C10H12N2O3-13C-10,+,13C,ESI,6.0,8.0,10.0,0.2,219.1256,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
126,Inosine-13C-0,C10H12N4O5-13C-0,+,13C,ESI,6.4,8.4,10.0,0.2,269.088,269.0863,-6.5,S04434,No,7.74,7.73,7.93,0.2,43004.0,14764.5,56533.0,47237.0,58866.0,58458.0,19284.0,124100.0,187230.0,138362.0,2978,0,0,2954,3597,0,0.041779101086865375,23.93541205974828,46477.083333333336,117244.0,-1.334922653787519,0.39641332036891724,14764.5,81860.54166666667,5.0,9
127,Inosine-13C-1,C10H12N4O5-13C-1,+,13C,ESI,6.4,8.4,10.0,0.2,270.0914,270.0911,-1.1,S04434,No,7.74,7.74,7.8,0.07,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,23590.0,21711.0,0,0,0,0,0,0,0.060966372226894286,16.40248490230598,10000.0,16325.25,-0.7071050849416041,0.6125480467374159,10000.0,13162.625,0.0,2
128,Inosine-13C-2,C10H12N4O5-13C-2,+,13C,ESI,6.4,8.4,10.0,0.2,271.0948,271.0931,-6.1,S04431,No,7.73,7.73,7.73,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
129,Inosine-13C-3,C10H12N4O5-13C-3,+,13C,ESI,6.4,8.4,10.0,0.2,272.0981,272.0981,-0.0,S04435,No,7.8,7.74,7.8,0.07,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,12705.0,0,0,0,0,0,0,0.24150397191306,4.140718647724743,10000.0,10676.25,-0.09440499380133466,0.9366584709050463,10000.0,10338.125,0.0,1
130,Inosine-13C-4,C10H12N4O5-13C-4,+,13C,ESI,6.4,8.4,10.0,0.2,273.1015,273.0991,-8.7,S04434,No,7.74,7.73,7.8,0.08,21424.0,10000.0,19313.0,10000.0,22758.0,11529.0,10000.0,22440.0,37442.0,29327.0,0,0,0,0,0,0,0.14235518833843036,7.0246824978562366,15837.333333333334,24802.25,-0.6471415673280786,0.6385442180984924,10000.0,20319.791666666668,0.0,7
131,Inosine-13C-5,C10H12N4O5-13C-5,+,13C,ESI,6.4,8.4,10.0,0.2,274.1048,274.1034,-5.2,S04434,Yes,7.74,7.73,7.8,0.08,926822.0,159925.0,930828.0,594344.0,661716.0,615548.0,160927.0,1230032.0,1405743.0,983095.0,0,0,0,0,0,0,0.2887777907608547,3.4628701790579495,648197.1666666666,944949.25,-0.5438041346780553,0.6859597662696347,10000.0,796573.2083333333,4.0,10
132,Inosine-13C-6,C10H12N4O5-13C-6,+,13C,ESI,6.4,8.4,10.0,0.2,275.1082,275.1067,-5.4,S04433,No,7.75,7.73,7.8,0.08,601985.0,122368.0,757372.0,550181.0,621128.0,592788.0,212186.0,1312391.0,876165.0,679500.0,0,0,0,0,0,0,0.3105396759290612,3.2202004365729975,540970.3333333334,770060.5,-0.5094223167490997,0.7025036777413377,10000.0,655515.4166666667,3.0,10
133,Inosine-13C-7,C10H12N4O5-13C-7,+,13C,ESI,6.4,8.4,10.0,0.2,276.1115,276.1102,-4.8,S04433,No,7.75,7.73,7.8,0.08,269648.0,79582.0,333157.0,269617.0,366957.0,299600.0,102033.0,912163.0,397160.0,319345.0,0,0,0,0,0,0,0.2938868723917977,3.4026698500055548,269760.1666666667,432675.25,-0.6816072649732015,0.62347029710312,10000.0,351217.7083333334,2.0,10
134,Inosine-13C-8,C10H12N4O5-13C-8,+,13C,ESI,6.4,8.4,10.0,0.2,277.1149,277.1136,-4.6,S04433,No,7.75,7.73,7.8,0.08,159531.0,59521.0,161337.0,153607.0,160523.0,171136.0,110579.0,636365.0,234115.0,213821.0,0,0,0,0,0,0,0.13891259002042808,7.1987715429749235,144275.83333333334,298720.0,-1.0499641686757952,0.48298015979289416,10000.0,221497.9166666667,3.0,10
135,Inosine-13C-9,C10H12N4O5-13C-9,+,13C,ESI,6.4,8.4,10.0,0.2,278.1182,278.116,-8.1,S04433,No,7.75,7.73,7.8,0.08,35651.0,24293.0,45013.0,46711.0,38562.0,45281.0,10000.0,217752.0,76709.0,54770.0,0,0,0,0,0,0,0.19472121566571557,5.135547231364524,39251.833333333336,89807.75,-1.1940799088930651,0.43706510110022057,10000.0,64529.79166666667,1.0,9
136,Inosine-13C-10,C10H12N4O5-13C-10,+,13C,ESI,6.4,8.4,10.0,0.2,279.1216,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
137,Xanthosine-13C-0,C10H12N4O6-13C-0,-,13C,ESI,6.7,8.7,10.0,0.2,283.0684,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
138,Xanthosine-13C-1,C10H12N4O6-13C-1,-,13C,ESI,6.7,8.7,10.0,0.2,284.0718,284.0738,7.2,S04434,No,7.49,7.49,7.49,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11594.0,10000.0,0,0,0,0,0,0,0.24150397191306,4.140718647724743,10000.0,10398.5,-0.05637543234356915,0.9616771649757176,10000.0,10199.25,0.0,1
139,Xanthosine-13C-2,C10H12N4O6-13C-2,-,13C,ESI,6.7,8.7,10.0,0.2,285.0751,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
140,Xanthosine-13C-3,C10H12N4O6-13C-3,-,13C,ESI,6.7,8.7,10.0,0.2,286.0785,286.0773,-4.1,S04427,No,7.6,7.4,7.6,0.2,26040.5,26040.5,26040.5,26040.5,26040.5,26040.5,26040.5,26040.5,26040.5,26040.5,10211,0,10341,0,0,11529,NA,NA,26040.5,26040.5,0.0,1.0,26040.5,26040.5,0.0,0
141,Xanthosine-13C-4,C10H12N4O6-13C-4,-,13C,ESI,6.7,8.7,10.0,0.2,287.0818,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
142,Xanthosine-13C-5,C10H12N4O6-13C-5,-,13C,ESI,6.7,8.7,10.0,0.2,288.0852,288.0836,-5.5,S04431,No,7.53,7.34,7.6,0.27,36944.5,36944.5,36944.5,36944.5,36944.5,36944.5,36944.5,36944.5,36944.5,36944.5,13055,11384,18375,0,11075,0,NA,NA,36944.5,36944.5,0.0,1.0,36944.5,36944.5,0.0,0
143,Xanthosine-13C-6,C10H12N4O6-13C-6,-,13C,ESI,6.7,8.7,10.0,0.2,289.0885,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
144,Xanthosine-13C-7,C10H12N4O6-13C-7,-,13C,ESI,6.7,8.7,10.0,0.2,290.0919,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
145,Xanthosine-13C-8,C10H12N4O6-13C-8,-,13C,ESI,6.7,8.7,10.0,0.2,291.0952,291.0965,4.3,SQ319_B_2,No,7.46,7.46,7.46,0.0,17396.0,17396.0,17396.0,17396.0,17396.0,17396.0,17396.0,17396.0,17396.0,17396.0,0,0,14792,0,0,0,NA,NA,17396.0,17396.0,0.0,1.0,17396.0,17396.0,0.0,0
146,Xanthosine-13C-9,C10H12N4O6-13C-9,-,13C,ESI,6.7,8.7,10.0,0.2,292.0986,292.0966,-6.9,SQ319_B_2,No,7.46,7.46,7.46,0.0,15463.0,15463.0,15463.0,15463.0,15463.0,15463.0,15463.0,15463.0,15463.0,15463.0,0,0,10926,0,0,0,NA,NA,15463.0,15463.0,0.0,1.0,15463.0,15463.0,0.0,0
147,Xanthosine-13C-10,C10H12N4O6-13C-10,-,13C,ESI,6.7,8.7,10.0,0.2,293.102,293.1,-6.7,SQ319_B_1,Yes,7.48,7.33,7.62,0.29,180257.5,180257.5,180257.5,180257.5,180257.5,180257.5,180257.5,180257.5,180257.5,180257.5,57328,85145,66121,59032,39397,33492,NA,NA,180257.5,180257.5,0.0,1.0,180257.5,180257.5,0.0,0
