Metabolite,np OLFR2 A,np OLFR2 B,np OLFR2 C,np GPI1 A,np GPI1 B,NP GPI1 C,p OLFR2 A,p OLFR2 B,p GPI1 A,p GPI1 B
Guanosine-13C-9,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine-13C-10,11763.5,11763.5,11763.5,11763.5,11763.5,11763.5,11763.5,11763.5,11763.5,11763.5
Thymidine-13C-0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Thymidine-13C-1,29446.0,29392.0,36185.0,31792.0,24578.0,23854.0,23178.0,28955.0,20103.0,22504.0
Thymidine-13C-2,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Thymidine-13C-3,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Thymidine-13C-4,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Thymidine-13C-5,27767.0,27767.0,27767.0,27767.0,27767.0,27767.0,27767.0,27767.0,27767.0,27767.0
Thymidine-13C-6,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Thymidine-13C-7,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Thymidine-13C-8,12152.5,12152.5,12152.5,12152.5,12152.5,12152.5,12152.5,12152.5,12152.5,12152.5
Thymidine-13C-9,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Thymidine-13C-10,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenosine monophosphate-13C-0,13882.5,13882.5,13882.5,13882.5,13882.5,13882.5,13882.5,13882.5,13882.5,55823.0
Adenosine monophosphate-13C-1,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenosine monophosphate-13C-2,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenosine monophosphate-13C-3,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenosine monophosphate-13C-4,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenosine monophosphate-13C-5,15632.0,15632.0,15632.0,15632.0,15632.0,15632.0,52511.0,15632.0,98219.0,173674.0
Adenosine monophosphate-13C-6,14923.0,14923.0,14923.0,14923.0,14923.0,14923.0,67859.0,78243.0,51299.0,121383.0
Adenosine monophosphate-13C-7,11917.0,11917.0,11917.0,11917.0,11917.0,11917.0,11917.0,22635.0,35865.0,76458.0
Adenosine monophosphate-13C-8,10000.0,10463.0,10000.0,10000.0,10000.0,10000.0,52984.0,10000.0,39356.0,62734.0
Adenosine monophosphate-13C-9,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11328.0,11908.0,10393.0
Adenosine monophosphate-13C-10,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine monophosphate-13C-0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine monophosphate-13C-1,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine monophosphate-13C-2,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine monophosphate-13C-3,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine monophosphate-13C-4,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine monophosphate-13C-5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine monophosphate-13C-6,10763.0,10763.0,10763.0,10763.0,10763.0,10763.0,10763.0,10763.0,10763.0,10763.0
Guanosine monophosphate-13C-7,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine monophosphate-13C-8,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine monophosphate-13C-9,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine monophosphate-13C-10,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
ADP-13C-0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
ADP-13C-1,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
ADP-13C-2,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
ADP-13C-3,11473.5,11473.5,11473.5,11473.5,11473.5,11473.5,11473.5,11473.5,11473.5,11473.5
ADP-13C-4,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
ADP-13C-5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11321.0
ADP-13C-6,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
ADP-13C-7,11708.5,11708.5,11708.5,11708.5,11708.5,11708.5,11708.5,11708.5,11708.5,11708.5
ADP-13C-8,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
ADP-13C-9,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
ADP-13C-10,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine diphosphate-13C-0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine diphosphate-13C-1,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine diphosphate-13C-2,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine diphosphate-13C-3,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine diphosphate-13C-4,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine diphosphate-13C-5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine diphosphate-13C-6,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine diphosphate-13C-7,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine diphosphate-13C-8,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine diphosphate-13C-9,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine diphosphate-13C-10,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
dTDP-13C-0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
dTDP-13C-1,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
dTDP-13C-2,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
dTDP-13C-3,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
dTDP-13C-4,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
dTDP-13C-5,14533.5,14533.5,14533.5,14533.5,14533.5,14533.5,14533.5,14533.5,14533.5,14533.5
dTDP-13C-6,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
dTDP-13C-7,11572.0,11572.0,11572.0,11572.0,11572.0,11572.0,11572.0,11572.0,11572.0,11572.0
dTDP-13C-8,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
dTDP-13C-9,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
dTDP-13C-10,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenosine triphosphate-13C-0,13744.0,13744.0,13744.0,13744.0,13744.0,13744.0,13744.0,13744.0,13744.0,13744.0
Adenosine triphosphate-13C-1,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenosine triphosphate-13C-2,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenosine triphosphate-13C-3,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenosine triphosphate-13C-4,11619.5,11619.5,11619.5,11619.5,11619.5,11619.5,11619.5,11619.5,11619.5,11619.5
Adenosine triphosphate-13C-5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenosine triphosphate-13C-6,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenosine triphosphate-13C-7,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenosine triphosphate-13C-8,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenosine triphosphate-13C-9,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenosine triphosphate-13C-10,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine triphosphate-13C-0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine triphosphate-13C-1,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine triphosphate-13C-2,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine triphosphate-13C-3,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine triphosphate-13C-4,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine triphosphate-13C-5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine triphosphate-13C-6,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine triphosphate-13C-7,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine triphosphate-13C-8,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine triphosphate-13C-9,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Guanosine triphosphate-13C-10,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Glutathione-13C-0,63512.0,67810.0,60018.0,51800.0,53301.0,65422.0,59725.0,69709.0,70928.0,114809.0
Glutathione-13C-1,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Glutathione-13C-2,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Glutathione-13C-3,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Glutathione-13C-4,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Glutathione-13C-5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Glutathione-13C-6,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Glutathione-13C-7,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Glutathione-13C-8,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Glutathione-13C-9,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Glutathione-13C-10,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Argininosuccinic acid-13C-0,12353.0,12353.0,12353.0,12353.0,12353.0,12353.0,17041.0,17132.0,17893.0,12446.0
Argininosuccinic acid-13C-1,18299.0,18299.0,18299.0,18299.0,18299.0,18299.0,18299.0,18299.0,18299.0,18299.0
Argininosuccinic acid-13C-2,11882.5,11882.5,11882.5,11882.5,11882.5,11882.5,11882.5,11882.5,11882.5,11882.5
Argininosuccinic acid-13C-3,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Argininosuccinic acid-13C-4,14544.5,14544.5,14544.5,14544.5,14544.5,14544.5,14544.5,14544.5,14544.5,14544.5
Argininosuccinic acid-13C-5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Argininosuccinic acid-13C-6,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Argininosuccinic acid-13C-7,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Argininosuccinic acid-13C-8,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Argininosuccinic acid-13C-9,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Argininosuccinic acid-13C-10,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Propionylcarnitine-13C-0,69406.5,69406.5,69406.5,69406.5,69406.5,69406.5,69406.5,69406.5,69406.5,69406.5
Propionylcarnitine-13C-1,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Propionylcarnitine-13C-2,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Propionylcarnitine-13C-3,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Propionylcarnitine-13C-4,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Propionylcarnitine-13C-5,57384.5,57384.5,57384.5,57384.5,57384.5,57384.5,57384.5,57384.5,57384.5,57384.5
Propionylcarnitine-13C-6,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Propionylcarnitine-13C-7,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Propionylcarnitine-13C-8,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Propionylcarnitine-13C-9,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Propionylcarnitine-13C-10,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
L-Tryptophan-13C-0,1280004.0,1318036.0,1014902.0,993361.0,1134686.0,876164.0,2316634.0,1275974.0,1487906.0,2382741.0
L-Tryptophan-13C-1,66563.0,74201.0,56760.0,46004.0,69421.0,67011.0,120322.0,56567.0,81443.0,105955.0
L-Tryptophan-13C-2,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
L-Tryptophan-13C-3,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
L-Tryptophan-13C-4,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
L-Tryptophan-13C-5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
L-Tryptophan-13C-6,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
L-Tryptophan-13C-7,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
L-Tryptophan-13C-8,115891.0,115891.0,115891.0,115891.0,115891.0,115891.0,115891.0,115891.0,115891.0,115891.0
L-Tryptophan-13C-9,11808.5,11808.5,11808.5,11808.5,11808.5,11808.5,11808.5,11808.5,11808.5,11808.5
L-Tryptophan-13C-10,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
L-Tryptophan-13C-11,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
N-Acetyl-L-phenylalanine-13C-0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
N-Acetyl-L-phenylalanine-13C-1,16784.5,16784.5,16784.5,16784.5,16784.5,16784.5,16784.5,16784.5,16784.5,16784.5
N-Acetyl-L-phenylalanine-13C-2,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
N-Acetyl-L-phenylalanine-13C-3,10000.0,106730.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
N-Acetyl-L-phenylalanine-13C-4,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
N-Acetyl-L-phenylalanine-13C-5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
N-Acetyl-L-phenylalanine-13C-6,18799.5,18799.5,18799.5,18799.5,18799.5,18799.5,18799.5,18799.5,18799.5,18799.5
N-Acetyl-L-phenylalanine-13C-7,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13378.0,10000.0
N-Acetyl-L-phenylalanine-13C-8,72855.0,72855.0,72855.0,72855.0,72855.0,72855.0,72855.0,72855.0,72855.0,72855.0
N-Acetyl-L-phenylalanine-13C-9,20114.5,20114.5,20114.5,20114.5,20114.5,20114.5,20114.5,20114.5,20114.5,20114.5
N-Acetyl-L-phenylalanine-13C-10,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
N-Acetyl-L-phenylalanine-13C-11,24194.5,24194.5,24194.5,24194.5,24194.5,24194.5,24194.5,24194.5,24194.5,24194.5
5'-Methylthioadenosine-13C-0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10175.0,10000.0
5'-Methylthioadenosine-13C-1,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
5'-Methylthioadenosine-13C-2,11005.0,11005.0,11005.0,11005.0,11005.0,11005.0,11005.0,11005.0,11005.0,11005.0
5'-Methylthioadenosine-13C-3,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
5'-Methylthioadenosine-13C-4,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
5'-Methylthioadenosine-13C-5,15818.0,15516.0,26573.0,10377.0,22734.0,12909.0,31958.0,25201.0,37260.0,35294.0
5'-Methylthioadenosine-13C-6,25361.0,11106.0,13603.0,17080.0,13068.0,18741.0,29320.0,42758.0,19337.0,37129.0
5'-Methylthioadenosine-13C-7,10278.0,10000.0,15611.0,10887.0,12626.0,12395.0,23543.0,27442.0,16708.0,17600.0
5'-Methylthioadenosine-13C-8,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,17421.0,21450.0,10359.0,11945.0
5'-Methylthioadenosine-13C-9,11049.5,11049.5,11049.5,11049.5,11049.5,11049.5,11049.5,11049.5,11049.5,11049.5
5'-Methylthioadenosine-13C-10,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
5'-Methylthioadenosine-13C-11,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Saccharopine-13C-0,27355.5,27355.5,27355.5,27355.5,27355.5,27355.5,27355.5,27355.5,27355.5,27355.5
Saccharopine-13C-1,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Saccharopine-13C-2,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,23327.0,25270.0,33026.0,22298.0
Saccharopine-13C-3,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Saccharopine-13C-4,11977.5,11977.5,11977.5,11977.5,11977.5,11977.5,11977.5,11977.5,11977.5,11977.5
Saccharopine-13C-5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Saccharopine-13C-6,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Saccharopine-13C-7,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Saccharopine-13C-8,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Saccharopine-13C-9,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Saccharopine-13C-10,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Saccharopine-13C-11,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Butyrylcarnitine-13C-0,33479.0,33479.0,33479.0,33479.0,33479.0,33479.0,33479.0,33479.0,33479.0,33479.0
Butyrylcarnitine-13C-1,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Butyrylcarnitine-13C-2,10000.0,10000.0,11533.0,10000.0,10000.0,10388.0,13206.0,10000.0,10000.0,10000.0
Butyrylcarnitine-13C-3,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Butyrylcarnitine-13C-4,26414.0,33662.0,35216.0,28438.0,30729.0,28736.0,31210.0,25457.0,10847.0,10000.0
Butyrylcarnitine-13C-5,57126.5,57126.5,57126.5,57126.5,57126.5,57126.5,57126.5,57126.5,57126.5,57126.5
Butyrylcarnitine-13C-6,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Butyrylcarnitine-13C-7,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Butyrylcarnitine-13C-8,16334.0,16334.0,16334.0,16334.0,16334.0,16334.0,16334.0,16334.0,16334.0,16334.0
Butyrylcarnitine-13C-9,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Butyrylcarnitine-13C-10,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Butyrylcarnitine-13C-11,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Valerylcarnitine-13C-0,35767.5,35767.5,35767.5,35767.5,35767.5,35767.5,35767.5,35767.5,35767.5,35767.5
Valerylcarnitine-13C-1,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Valerylcarnitine-13C-2,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Valerylcarnitine-13C-3,11397.5,11397.5,11397.5,11397.5,11397.5,11397.5,11397.5,11397.5,11397.5,11397.5
Valerylcarnitine-13C-4,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Valerylcarnitine-13C-5,17989.5,17989.5,17989.5,17989.5,17989.5,17989.5,17989.5,17989.5,17989.5,17989.5
Valerylcarnitine-13C-6,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Valerylcarnitine-13C-7,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Valerylcarnitine-13C-8,17691.0,17691.0,17691.0,17691.0,17691.0,17691.0,17691.0,17691.0,17691.0,17691.0
Valerylcarnitine-13C-9,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Valerylcarnitine-13C-10,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Valerylcarnitine-13C-11,11729.5,11729.5,11729.5,11729.5,11729.5,11729.5,11729.5,11729.5,20906.0,11729.5
Valerylcarnitine-13C-12,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenylsuccinic acid-13C-0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenylsuccinic acid-13C-1,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenylsuccinic acid-13C-2,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenylsuccinic acid-13C-3,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenylsuccinic acid-13C-4,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenylsuccinic acid-13C-5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenylsuccinic acid-13C-6,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenylsuccinic acid-13C-7,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenylsuccinic acid-13C-8,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenylsuccinic acid-13C-9,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenylsuccinic acid-13C-10,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenylsuccinic acid-13C-11,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenylsuccinic acid-13C-12,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenylsuccinic acid-13C-13,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
Adenylsuccinic acid-13C-14,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
S-Adenosylhomocysteine-13C-0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
S-Adenosylhomocysteine-13C-1,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
S-Adenosylhomocysteine-13C-2,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
